"playersSeason";"playerID";"WOBA";"SLG";"BA";"ISO";"speedRatio"
3.0;"davisto02";0.38471894586894584;0.5353;0.3459;0.1895;0.7261
9.0;"daviswi02";0.3448865420560748;0.4558;0.3112;0.1446;0.729
5.0;"dejesiv01";0.3164263610315186;0.3789;0.283;0.0959;0.7722
5.0;"delsiji01";0.3556756363636363;0.4363;0.2881;0.1482;0.6884
6.0;"demaejo01";0.276455737704918;0.3601;0.2451;0.115;0.7434
6.0;"demetdo01";0.37053036303630366;0.52;0.3073;0.2127;0.6686
4.0;"dietzdi01";0.39774933333333334;0.5152;0.3002;0.215;0.5946
11.0;"dimagdo01";0.34347815126050424;0.4178;0.2958;0.1221;0.7354
1.0;"dittmja01";0.2849697896749522;0.3671;0.2659;0.1012;0.7612
5.0;"dobyla01";0.3939911330049261;0.5414;0.2755;0.2659;0.5385
4.0;"doylede01";0.26426052141527;0.3112;0.2603;0.0509;0.8346
4.0;"driesda01";0.35786516666666673;0.4683;0.3004;0.1679;0.677
3.0;"dropowa01";0.343317659137577;0.4793;0.2789;0.2004;0.6641
4.0;"duffyfr01";0.25581344827586205;0.3097;0.2332;0.0765;0.7969
2.0;"eastelu01";0.352662030075188;0.4815;0.2695;0.2119;0.6641
1.0;"edwarjo01";0.3008570264765784;0.3916;0.2544;0.1372;0.6435
12.0;"elliobo01";0.3542952293577981;0.4479;0.2854;0.1625;0.6642
5.0;"ellisjo01";0.32121277013752453;0.4214;0.2851;0.1363;0.7132
9.0;"ennisde01";0.3621066884176183;0.5177;0.2961;0.2216;0.6407
6.0;"epstemi01";0.3696473484848485;0.4901;0.2703;0.2198;0.626
4.0;"evansda01";0.4044826869806094;0.5563;0.2807;0.2756;0.5569
5.0;"fainfe01";0.37942748447204966;0.4294;0.3271;0.1022;0.7273
19.0;"fairlro01";0.349271905697446;0.4651;0.2795;0.1856;0.6484
3.0;"fergujo01";0.35546458333333336;0.4702;0.2628;0.2074;0.6016
6.0;"fernach01";0.3083895604395604;0.4095;0.2485;0.161;0.688
0.0;"finigji01";0.349336642599278;0.4209;0.3018;0.1191;0.7415
3.0;"fiskca01";0.38176094674556216;0.5383;0.2932;0.2451;0.5597
9.0;"floodcu01";0.34037147102526;0.4214;0.3096;0.1118;0.7696
4.0;"flynndo01";0.2465871252204586;0.3171;0.2432;0.0739;0.7926
6.0;"foliti01";0.2721188049209139;0.3663;0.2637;0.1026;0.7014
2.0;"fondyde01";0.35946;0.4773;0.3092;0.1681;0.712
4.0;"fordda01";0.33858496;0.464;0.29;0.174;0.6848
3.0;"fossera01";0.35523094262295085;0.4689;0.3067;0.1622;0.7391
8.0;"fostege01";0.4207365243004418;0.6309;0.3203;0.3106;0.5685
0.0;"fostero01";0.3535992592592593;0.4675;0.2683;0.1992;0.6172
4.0;"foxne01";0.34621664145234493;0.4255;0.3129;0.1126;0.746
1.0;"foyjo01";0.3243971659919028;0.426;0.2511;0.1749;0.625
4.0;"francti01";0.3532355048859935;0.4596;0.2923;0.1673;0.6541
10.0;"freehbi01";0.3469226480836237;0.4651;0.2771;0.188;0.6434
5.0;"freesge02";0.3301511201629328;0.4813;0.2725;0.2088;0.5565
3.0;"fregoji01";0.3587550600343053;0.4634;0.2772;0.1861;0.65
6.0;"friaspe01";0.26150868686868683;0.32;0.2589;0.0611;0.813
12.0;"fuentti01";0.32409999999999994;0.3967;0.3089;0.0878;0.8211
7.0;"furilca01";0.40966112185686654;0.5804;0.3445;0.2359;0.6061
5.0;"gamblos01";0.3543699398797595;0.4692;0.2907;0.1784;0.7045
0.0;"garcipe01";0.29351228070175445;0.3948;0.2448;0.15;0.6338
6.0;"gardnbi02";0.2955632398753894;0.3632;0.2568;0.1064;0.7368
4.0;"garneph01";0.32481171875000003;0.441;0.2598;0.1812;0.5921
4.0;"garrewa01";0.32737499999999997;0.4028;0.256;0.1468;0.6977
6.0;"garrra01";0.37536427432216907;0.5033;0.3531;0.1502;0.757
9.0;"garvest01";0.35658409425625925;0.4992;0.3161;0.1831;0.6733
3.0;"gastoci01";0.38511578947368424;0.5428;0.3185;0.2243;0.6559
4.0;"geigega01";0.32754355140186914;0.4077;0.2489;0.1588;0.6724
4.0;"gentiji01";0.44379110738255034;0.6461;0.3025;0.3436;0.5034
1.0;"gernedi01";0.3494335604770017;0.415;0.253;0.1619;0.704
7.0;"geronce01";0.3379377777777778;0.4136;0.3066;0.107;0.7517
1.0;"gilliji01";0.3391591304347826;0.4185;0.2817;0.1367;0.7135
7.0;"gonzato01";0.366759165154265;0.4724;0.3386;0.1339;0.7616
6.0;"goodmbi01";0.34502321116928447;0.4086;0.3132;0.0953;0.7516
10.0;"gordosi01";0.3806516535433071;0.5;0.2873;0.2127;0.6329
1.0;"grababi01";0.36796979332273444;0.4537;0.2892;0.1645;0.7059
6.0;"greendi01";0.3350667276051188;0.4265;0.2754;0.1511;0.6767
2.0;"greenji02";0.3498887563884157;0.4945;0.2804;0.214;0.6184
5.0;"greenle01";0.33615083565459614;0.4023;0.2714;0.1309;0.7024
9.0;"grichbo01";0.37797785349233387;0.5375;0.294;0.2434;0.586
6.0;"grievto01";0.304877853492334;0.4176;0.2546;0.163;0.6691
3.0;"griffal01";0.3047967310549777;0.3638;0.2869;0.0769;0.8101
1.0;"griffdo01";0.2638416666666667;0.3188;0.2443;0.0745;0.7627
4.0;"griffke01";0.3671964831804281;0.4667;0.3179;0.1487;0.7043
11.0;"groatdi01";0.35344935251798565;0.4501;0.3185;0.1315;0.7015
1.0;"grossgr01";0.3401615384615384;0.3769;0.3141;0.0628;0.8432
1.0;"grosswa01";0.3343614310645725;0.4165;0.233;0.1835;0.6106
7.0;"grothjo01";0.2947249584026622;0.3698;0.2531;0.1167;0.7092
3.0;"grubbjo01";0.30548155339805827;0.3635;0.2694;0.094;0.7181
5.0;"guerrma01";0.28005464895635673;0.3446;0.2752;0.0693;0.8201
2.0;"haguejo01";0.336900580270793;0.4169;0.2705;0.1463;0.7213
5.0;"halleto01";0.3302795019157088;0.4607;0.2399;0.2208;0.5752
0.0;"hallji02";0.3655055555555556;0.5211;0.2596;0.2616;0.5426
10.0;"hamnegr01";0.3461031914893617;0.4664;0.2987;0.1678;0.6461
2.0;"hansero02";0.3362377926421405;0.4396;0.2547;0.1849;0.637
3.0;"hargrmi01";0.38561263823064773;0.4762;0.3048;0.1714;0.6875
3.0;"harlola01";0.2960533980582524;0.3543;0.2435;0.1109;0.6964
8.0;"harpeto01";0.38070687134502923;0.5215;0.2964;0.2252;0.6089
5.0;"harrebu01";0.29722642642642644;0.3085;0.2429;0.0656;0.8029
5.0;"harreke01";0.36950530679933663;0.5178;0.2748;0.243;0.619
3.0;"harriga01";0.3426514170040486;0.4812;0.2727;0.2084;0.626
1.0;"harrivi01";0.291699837398374;0.3423;0.2486;0.0937;0.7899
3.0;"hartji01";0.3611915605095541;0.5104;0.2855;0.2249;0.6364
1.0;"hartsro01";0.3022603658536585;0.3444;0.2711;0.0733;0.8443
5.0;"hebneri01";0.3449907308377897;0.4774;0.2711;0.2063;0.6087
6.0;"heganmi01";0.3077249541284403;0.3655;0.2437;0.1218;0.7069
7.0;"heldwo01";0.3472088541666667;0.4676;0.2672;0.2004;0.625
2.0;"helmsto01";0.29968418277680137;0.3801;0.2841;0.0959;0.7857
4.0;"hemusso01";0.35928140556368965;0.4427;0.2786;0.1641;0.6503
9.0;"hendeke01";0.3487750373692078;0.4668;0.2924;0.1744;0.6591
3.0;"hernaen01";0.24865373406193078;0.2773;0.2324;0.0449;0.8235
4.0;"hernaja01";0.24969798165137613;0.2817;0.2222;0.0595;0.8214
5.0;"hernake01";0.3921786435786435;0.5131;0.3443;0.1689;0.6667
2.0;"herrepa01";0.3404878734622144;0.4551;0.2813;0.1738;0.6597
2.0;"hershmi01";0.3048530769230769;0.3613;0.2794;0.0819;0.7669
8.0;"hickmji02";0.41931393034825876;0.5817;0.3152;0.2665;0.5741
1.0;"hillech01";0.29808550074738416;0.3339;0.2757;0.0581;0.8373
1.0;"hintoch01";0.3572781512605043;0.4723;0.31;0.1624;0.7143
9.0;"hislela01";0.37835672131147546;0.533;0.3022;0.2308;0.5939
3.0;"hoakdo01";0.36628036303630357;0.482;0.293;0.189;0.6129
4.0;"hobsobu01";0.3329903914590747;0.4962;0.2614;0.2348;0.558
11.0;"hodgegi01";0.39844769687964343;0.5786;0.304;0.2746;0.6023
1.0;"hornebo01";0.37998722986247546;0.5524;0.3142;0.2382;0.6797
5.0;"hortoto01";0.3329164156626506;0.4608;0.2784;0.1824;0.6782
5.0;"hortowi01";0.37609154929577465;0.543;0.2852;0.2578;0.6027
6.0;"howarel01";0.39613410526315795;0.5493;0.3475;0.2018;0.7226
11.0;"howarfr01";0.4099922401171303;0.5743;0.2956;0.2787;0.6171
0.0;"howsedi01";0.3289436005625879;0.3617;0.2799;0.0818;0.7778
1.0;"hubbske01";0.2812071225071225;0.3464;0.2602;0.0862;0.7791
3.0;"hundlra01";0.30938270547945207;0.4026;0.2672;0.1354;0.7083
0.0;"huntebi03";0.2265780775716695;0.2593;0.2187;0.0406;0.8387
2.0;"huntke01";0.34224748603351957;0.4843;0.2547;0.2296;0.5328
1.0;"huntro01";0.33057207031249997;0.4063;0.3032;0.1032;0.7847
2.0;"irvinmo01";0.40256539634146343;0.5143;0.3118;0.2025;0.6897
6.0;"iviemi01";0.3075564150943396;0.3947;0.272;0.1227;0.6992
0.0;"jablora01";0.31713661971830986;0.4272;0.2682;0.1589;0.6975
3.0;"jacksra01";0.3503837037037037;0.4759;0.2851;0.1908;0.6549
2.0;"jacksre01";0.4198393292682927;0.6084;0.275;0.3333;0.4305
4.0;"jacksro02";0.3251214953271028;0.4288;0.271;0.1578;0.6266
3.0;"jacksso01";0.3022886469673406;0.3339;0.2919;0.0419;0.9195
0.0;"jacobsp01";0.2831038664323375;0.2835;0.2579;0.0256;0.9084
9.0;"javieju01";0.31322819047619044;0.4077;0.2819;0.1258;0.7122
8.0;"jenseja01";0.39401715610510046;0.5347;0.2865;0.2482;0.5796
1.0;"jethrsa01";0.35218734375;0.4598;0.2797;0.1801;0.6438
0.0;"jimenma01";0.33589177820267685;0.428;0.3006;0.1273;0.7431
